iter	MultiClass
388	0.8013530291
389	0.800841834
390	0.8002494878
391	0.7997878441
392	0.7993734612
393	0.7991297185
394	0.7986331904
395	0.7980162408
396	0.7972106377
397	0.7963771042
398	0.7957376552
399	0.7952258877
400	0.794214934
401	0.793661173
402	0.7934580109
403	0.793001148
404	0.7924746602
405	0.7920222336
406	0.7916759046
407	0.7914767354
408	0.7906523466
409	0.7902106403
410	0.7899188297
411	0.7897194372
412	0.7891598562
413	0.7884647281
414	0.7880065605
415	0.7874873004
416	0.7866916541
417	0.7862611926
418	0.785945126
419	0.7850940818
420	0.7845107183
421	0.7840772303
422	0.783838617
423	0.7830648138
424	0.7822614711
425	0.7818620531
426	0.7811216252
427	0.7807964815
428	0.7804324923
429	0.7797142887
430	0.7792500105
431	0.7788407676
432	0.7784854319
433	0.7781230995
434	0.7777188691
435	0.7770310574
436	0.7761848984
437	0.7758161913
438	0.7751566573
439	0.7747435127
440	0.7741692946
441	0.7735598325
442	0.7730873154
443	0.7724036005
444	0.7712178614
445	0.7708783496
446	0.770645321
447	0.7703129388
448	0.7698009132
449	0.7695674799
450	0.7691862011
451	0.7689714765
452	0.7684738692
453	0.7682804182
454	0.7681815457
455	0.767748145
456	0.7669484183
457	0.7664070796
458	0.7659670132
459	0.7653516788
460	0.7647959997
461	0.7644426698
462	0.7636828923
463	0.7629575184
464	0.7625812002
465	0.7620665218
466	0.7613028921
467	0.7608655038
468	0.7606956799
469	0.7597691352
470	0.7591453566
471	0.7584922281
472	0.7576710827
473	0.7573817258
474	0.7571400489
475	0.7569351919
476	0.7566135023
477	0.7564655102
478	0.7557168703
479	0.7553812071
480	0.7546860571
481	0.7544327898
482	0.753787172
483	0.7533461265
484	0.7524216725
485	0.7517704247
486	0.751506035
487	0.7504463429
488	0.7500308108
489	0.7498514051
490	0.7495409923
491	0.7489243184
492	0.7484674459
493	0.7475992128
494	0.7467843115
495	0.7463766072
496	0.7456492274
497	0.7452378196
498	0.7447685952
499	0.7437081768
500	0.7432651565
501	0.7429206453
502	0.7419364874
503	0.7413626818
504	0.7407633697
505	0.7404093765
506	0.7398456125
507	0.7394057913
508	0.7385688957
509	0.7381866043
510	0.7378175064
511	0.7372765758
512	0.7367365874
513	0.7364900456
514	0.7357317937
515	0.7353287309
516	0.7349621426
517	0.7342601237
518	0.7337321351
519	0.7334337028
520	0.7327492765
521	0.7324039041
522	0.7320493863
523	0.7312202866
524	0.7306605271
525	0.7300286176
526	0.7294262549
527	0.728833108
528	0.72865721
529	0.7283813744
530	0.7279706128
531	0.7272030565
532	0.726974162
533	0.7264513835
534	0.7260829126
535	0.7259039275
536	0.7255481203
537	0.7249106314
538	0.7245831259
539	0.7240612179
540	0.7232494161
541	0.7227236138
542	0.7216307726
543	0.7209609773
544	0.7207466115
545	0.7199159449
546	0.7193479215
547	0.7189561256
548	0.7184000428
549	0.7174326542
550	0.7171046794
551	0.7166391808
552	0.7160938315
553	0.7156078382
554	0.7152623524
555	0.7145703182
556	0.714376259
557	0.7141282678
558	0.7131012885
559	0.7129388483
560	0.7126570923
561	0.7121257005
562	0.7116756284
563	0.7114074306
564	0.7106821612
565	0.7103611275
566	0.7096489279
567	0.7090876968
568	0.7085919009
569	0.7079609624
570	0.7071603114
571	0.706768561
572	0.7063969516
573	0.7058151813
574	0.7052572855
575	0.7047043812
576	0.7043311431
577	0.703829533
578	0.7033649171
579	0.7029905595
580	0.702479086
581	0.7019419523
582	0.7015904298
583	0.7008176657
584	0.7005869826
585	0.7002426496
586	0.6999863949
587	0.6995047449
588	0.6991690229
589	0.6983995288
590	0.6977934074
591	0.6977042709
592	0.6971943559
593	0.6968040886
594	0.6962956902
595	0.6955692348
596	0.6951619656
597	0.6944854855
598	0.6938538559
599	0.6937014715
600	0.6935593999
601	0.6930322449
602	0.6926499471
603	0.6925036672
604	0.6920757336
605	0.6917208299
606	0.6915330242
607	0.6910921856
608	0.6906763542
609	0.6899214855
610	0.689008592
611	0.6883918402
612	0.6881729696
613	0.6878780778
614	0.6874590692
615	0.6871322634
616	0.686751397
617	0.6863910214
618	0.6859130089
619	0.685582695
620	0.6845595698
621	0.6844492564
622	0.6842075199
623	0.6837452803
624	0.6831312219
625	0.6825934666
626	0.6822427437
627	0.6814370036
628	0.6810151475
629	0.6805950385
630	0.6799432128
631	0.6795141061
632	0.6788429557
633	0.6785786119
634	0.6782464558
635	0.677648988
636	0.67742328
637	0.6771008211
638	0.6766452707
639	0.6764219941
640	0.6759919265
641	0.675559219
642	0.6753100199
643	0.6747571295
644	0.6744150837
645	0.6741824771
646	0.6739195199
647	0.6733394793
648	0.6730013294
649	0.6722194237
650	0.6716264737
651	0.6711938477
652	0.6710110352
653	0.6707688395
654	0.6705160151
655	0.6698727654
656	0.669537244
657	0.6689602044
658	0.6687542183
659	0.6680968762
660	0.6677026765
661	0.6672274549
662	0.6667273949
663	0.6663999172
664	0.665734248
665	0.66535469
666	0.6647845494
667	0.6642390518
668	0.664048381
669	0.6636608252
670	0.6631101985
671	0.6626621214
672	0.6623179732
673	0.6617605453
674	0.6614597979
675	0.6609210369
676	0.6603531591
677	0.6598454091
678	0.6592224488
679	0.6586008169
680	0.6577789807
681	0.6573873912
682	0.6572496616
683	0.656993976
684	0.656438699
685	0.6559030645
686	0.655260679
687	0.6550164268
688	0.6544678827
689	0.6540526461
690	0.6535394927
691	0.6530886607
692	0.6527148914
693	0.652544879
694	0.6521361723
695	0.65150726
696	0.651180248
697	0.6510099654
698	0.6505086867
699	0.6502733274
700	0.6497773964
701	0.6494508213
702	0.6489656709
703	0.6487784163
704	0.6481743169
705	0.6479795084
706	0.647424793
707	0.6469703635
708	0.6467259332
709	0.6463634255
710	0.6460118447
711	0.645614203
712	0.6449463218
713	0.6441912402
714	0.6436391127
715	0.6432167541
716	0.642748445
717	0.6426225649
718	0.6422881546
719	0.6418115656
720	0.6415440825
721	0.6410450426
722	0.640644565
723	0.6400520886
724	0.6396136394
725	0.6391739558
726	0.638701279
727	0.6384062105
728	0.637985437
729	0.6376883552
730	0.6370841925
731	0.6368749307
732	0.6363665066
733	0.6358146656
734	0.6350127749
735	0.6346959458
736	0.6344741818
737	0.6341444479
738	0.6336583295
739	0.6331398472
740	0.6329215659
741	0.6325038323
742	0.6320102131
743	0.631414889
744	0.6310635153
745	0.6302688023
746	0.6295385963
747	0.6291270212
748	0.6285389038
749	0.6281458292
750	0.6275701128
751	0.6271475475
752	0.6267238265
753	0.6263807234
754	0.625958095
755	0.625529932
756	0.6254321656
757	0.6249600608
758	0.6246867874
759	0.6242328257
760	0.6237425673
761	0.623325139
762	0.6226381445
763	0.6221440906
764	0.6215198676
765	0.6209642571
766	0.6202809466
767	0.6200200408
768	0.6195387669
769	0.6193769802
770	0.618989831
771	0.6189527078
772	0.6187134964
773	0.6181108967
774	0.6175616834
775	0.6165754699
776	0.6160837392
777	0.6155372646
778	0.6151625731
779	0.6149815138
780	0.6145426752
781	0.6139533627
782	0.6136954085
783	0.6134135047
784	0.6132229482
785	0.6127645936
786	0.6126796963
787	0.6118002771
788	0.6113495658
789	0.6109858616
790	0.6104487605
791	0.6100222674
792	0.6097649032
793	0.6094895395
794	0.6092761124
795	0.6090619162
796	0.6087658737
797	0.608468765
798	0.6080672104
799	0.6077299091
800	0.6071393729
801	0.606670576
802	0.6062515623
803	0.60581961
804	0.6049259395
805	0.604343952
806	0.6036410789
807	0.6032269436
808	0.6029752875
809	0.6028864571
810	0.6021349021
811	0.6016176354
812	0.6011192641
813	0.6008473195
814	0.6004823964
815	0.600231985
816	0.6000682036
817	0.5998250425
818	0.5994712011
819	0.5992625733
820	0.5989645575
821	0.59855325
822	0.5981418974
823	0.5979817042
824	0.5973444958
825	0.5970943591
826	0.5967552742
827	0.5963043103
828	0.5960544601
829	0.5957307533
830	0.5950890556
831	0.5948922192
832	0.5945854593
833	0.5940155905
834	0.5936336552
835	0.5931511606
836	0.592845924
837	0.5926004809
838	0.5918888898
839	0.5917216278
840	0.5913646293
841	0.5909519343
842	0.5906045921
843	0.5900522371
844	0.5896992047
845	0.5890850695
846	0.5889101956
847	0.588541645
848	0.5882169232
849	0.5877560955
850	0.5872412138
851	0.5867133099
852	0.5861321377
853	0.5860407753
854	0.5857021845
855	0.5852991103
856	0.5851240527
857	0.5844999802
858	0.5839210905
859	0.5833264901
860	0.583115204
861	0.5826169516
862	0.5820555103
863	0.5816631275
864	0.5809212806
865	0.5802669683
866	0.579758234
867	0.5792709762
868	0.5786804957
869	0.5784742711
870	0.5781699997
871	0.5775731449
872	0.5772777265
873	0.5767316725
874	0.576131395
875	0.5758054067
876	0.5752626779
877	0.5751398845
878	0.5750090182
879	0.5746905711
880	0.5743146627
881	0.5739471526
882	0.5735925445
883	0.5731385826
884	0.5729217813
885	0.5724156424
886	0.5721932311
887	0.5717804611
888	0.571130669
889	0.570655331
890	0.5705922276
891	0.5704308847
892	0.5698166111
893	0.5693920992
894	0.568850865
895	0.5679656695
896	0.5677727618
897	0.5674335066
898	0.5669169412
899	0.5665248164
900	0.5661304285
901	0.5660055393
902	0.5654662677
903	0.5651468359
904	0.5646685884
905	0.5639156495
906	0.5636413681
907	0.5631338033
908	0.5628241993
909	0.5624738317
910	0.5620445873
911	0.5618779657
912	0.5615600823
913	0.5613310639
914	0.5611426485
915	0.5608591119
916	0.5605023974
917	0.5600540274
918	0.5598318526
919	0.5594051498
920	0.5587974937
921	0.5583222889
922	0.5579787992
923	0.5578166101
924	0.5575536473
925	0.5571380223
926	0.5566870498
927	0.5564430941
928	0.5559256887
929	0.5553126443
930	0.5551286919
931	0.55476742
932	0.554369237
933	0.5541664122
934	0.5538385758
935	0.5534304912
936	0.5532399974
937	0.553049872
938	0.5528724324
939	0.5527138558
940	0.5525617305
941	0.5521704137
942	0.5512743554
943	0.5509251752
944	0.5507171085
945	0.5501007192
946	0.5497159789
947	0.5495153289
948	0.5493783211
949	0.5488750653
950	0.548442456
951	0.5480244534
952	0.5476765663
953	0.5472061682
954	0.546889841
955	0.5465502963
956	0.5461616145
957	0.5457991447
958	0.5455952908
959	0.5454740231
960	0.5451433644
961	0.5450030134
962	0.544767378
963	0.5442997223
964	0.5441957729
965	0.5436393409
966	0.5434214032
967	0.5431548193
968	0.5430286789
969	0.5423441046
970	0.5419766921
971	0.5415067182
972	0.5411734427
973	0.5410255453
974	0.5405187637
975	0.5399731258
976	0.5397241983
977	0.5392752108
978	0.5389062865
979	0.5384725454
980	0.538119879
981	0.5375995149
982	0.5371233662
983	0.5367019428
984	0.5360179562
985	0.5354818573
986	0.5353493916
987	0.5349112631
988	0.5345991636
989	0.5342811867
990	0.5337985626
991	0.5334197295
992	0.5332808698
993	0.5329533087
994	0.5323391867
995	0.5321199593
996	0.5316730138
997	0.5312436503
998	0.5307690385
999	0.5306205647
